20,76.6249296009
20,92.6473195444
20,102.278116852
21,114.909931433
20,121.094735774
20,125.835080055
20,130.443396736
20,129.91449743
20,130.264429949
20,134.945358536
20,137.927550473
20,137.360050175
20,138.961574349
20,140.118941332
20,136.372306946
20,128.980736039
20,127.845750448
20,125.852063161
20,128.873734464
20,125.085234796
20,125.260858196
20,128.223878962
21,130.063305221
20,128.98315946
20,130.5263006
20,135.045152354
20,141.171834399
20,141.941397602
20,149.458132895
20,157.986152809
20,166.4602539
20,160.930772977
20,168.464458305
20,172.970978829
20,180.527686189
20,175.884518147
21,176.409208184
20,178.11309317
21,189.035229875
20,165.910612711
20,171.749539436
20,170.684381244
20,168.936315902
20,124.552380952
21,133.304761905
21,120.057142857
21,135.685714286
20,40.0
20,64.0
20,116.0
20,148.0
13,0.0
13,0.0
13,0.0
